feedback_text,created_at,category,source,rating
online fee receipt generation is instant and hassle-free,2026-08-30 06:05:21,Fees,survey,4
need more copies of the latest edition algorithms reference book,2026-08-30 06:07:52,Library,review,3
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 06:16:01,Wi-Fi/Internet,survey,1
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-30 06:24:52,Wi-Fi/Internet,feedback form,2
Campus internet speed has plummeted drastically this week.,2026-08-30 06:53:56,Wi-Fi/Internet,survey,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-30 07:17:35,Wi-Fi/Internet,feedback form,2
cricket nets require replacement as the netting has torn at several places,2026-08-30 07:18:50,Sports,review,2
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-30 08:00:03,Wi-Fi/Internet,support ticket,2
long queues at student welfare window due to single staff member operating,2026-08-30 08:36:41,Administration,support ticket,2
Internet in common areas is completely unusable after the recent router update.,2026-08-30 09:08:41,Wi-Fi/Internet,review,2
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 09:10:37,Wi-Fi/Internet,review,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-30 09:37:17,Events,support ticket,3
"Plumbing maintenance in block B is very slow, taps are constantly dripping.",2026-08-30 09:39:57,Hostel,survey,2
study desks in quiet section are comfortable and well-lit,2026-08-30 10:05:07,Library,feedback form,5
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-30 10:43:03,Wi-Fi/Internet,review,1
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 10:51:23,Wi-Fi/Internet,email,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-30 10:55:09,Academics,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-30 11:23:54,Facilities,email,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-30 11:54:57,Transportation,feedback form,4
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-30 12:28:49,Cleanliness,email,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-30 12:47:58,Cleanliness,feedback form,2
need more copies of the latest edition algorithms reference book,2026-08-30 12:48:49,Library,feedback form,3
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-30 12:53:05,Transportation,survey,4
digital library terminal mice are sticky and need replacement,2026-08-30 12:54:09,Library,support ticket,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-30 13:25:37,Security,feedback form,5
online fee receipt generation is instant and hassle-free,2026-08-30 13:55:52,Fees,feedback form,4
restrooms in ground floor management block need more frequent checks,2026-08-30 13:58:57,Cleanliness,feedback form,2
long queues at student welfare window due to single staff member operating,2026-08-30 14:04:33,Administration,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-30 14:54:23,Transportation,email,4
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-08-30 14:54:56,Fees,email,1
study desks in quiet section are comfortable and well-lit,2026-08-30 16:31:56,Library,feedback form,5
"transcript request was processed within 2 working days, very impressed",2026-08-30 16:36:50,Administration,support ticket,5
,2026-08-30 16:38:37,Library,email,5
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-30 16:40:23,Wi-Fi/Internet,support ticket,1
"Plumbing maintenance in block B is very slow, taps are constantly dripping.",2026-08-30 17:08:06,Hostel,support ticket,2
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-30 17:24:05,Wi-Fi/Internet,support ticket,1
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 17:29:50,Wi-Fi/Internet,support ticket,1
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-30 17:49:04,Hostel,feedback form,1
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-30 18:21:03,Hostel,survey,1
classroom projectors in block 2 have low lamp brightness,2026-08-30 18:44:52,Facilities,support ticket,2
digital library terminal mice are sticky and need replacement,2026-08-30 19:14:17,Library,survey,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-30 19:32:52,Hostel,email,2
"transcript request was processed within 2 working days, very impressed",2026-08-30 19:58:44,Administration,support ticket,5
Internet in common areas is completely unusable after the recent router update.,2026-08-30 20:12:16,Wi-Fi/Internet,email,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-30 20:40:31,Wi-Fi/Internet,survey,2
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 21:00:11,Wi-Fi/Internet,review,1
digital library terminal mice are sticky and need replacement,2026-08-30 21:00:47,Library,support ticket,2
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-30 21:13:03,Wi-Fi/Internet,survey,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-30 21:19:54,Security,email,5
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-30 21:27:01,Wi-Fi/Internet,email,2
"hostle mess food is so cold by 7pm, not even eatable seriously :(",2026-08-30 21:29:18,Cafeteria,email,1
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-30 21:30:30,Hostel,email,1
weekend transit schedule should include an extra night service from metro station,2026-08-30 21:45:09,Transportation,email,3
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-30 22:03:38,Hostel,feedback form,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-30 22:04:09,Wi-Fi/Internet,review,1
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-30 22:07:02,Wi-Fi/Internet,email,2
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-30 22:11:13,Wi-Fi/Internet,support ticket,1
professors are approachable during designated office consultation hours,2026-08-30 22:20:02,Academics,email,5
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-30 22:22:46,Library,support ticket,2
wfi in cafetaria is totally not working yaar... plz do the needful ASAP!!,2026-08-30 22:32:36,Wi-Fi/Internet,support ticket,2
schedule for end semester practical exams overlaps with elective test,2026-08-30 22:36:17,Academics,review,2
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-30 22:37:15,Wi-Fi/Internet,email,1
professors are approachable during designated office consultation hours,2026-08-30 22:53:57,Academics,email,5
late fee penalty policy is too rigid when bank server transactions fail,2026-08-30 23:00:06,Fees,support ticket,2
water coolers on third floor are functioning smoothly and chilled,2026-08-30 23:05:25,Facilities,review,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-30 23:08:41,Transportation,support ticket,2
badminton court wooden flooring has been maintained in top shape,2026-08-30 23:24:32,Sports,feedback form,5
cricket nets require replacement as the netting has torn at several places,2026-08-30 23:35:36,Sports,review,2
cricket nets require replacement as the netting has torn at several places,2026-08-30 23:41:12,Sports,support ticket,2
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-30 23:49:28,Wi-Fi/Internet,email,1
late fee penalty policy is too rigid when bank server transactions fail,2026-08-30 23:52:51,Fees,survey,2
cricket nets require replacement as the netting has torn at several places,2026-08-30 23:59:29,Sports,survey,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-31 00:10:24,Cafeteria,survey,1
Continuous wi-fi dropouts while studying on 2nd floor of library,2026-08-31 00:16:05,Library,review,2
faculty feedback process is transparent and taken seriously by HOD,2026-08-31 00:20:12,Academics,email,4
need more copies of the latest edition algorithms reference book,2026-08-31 00:21:47,Library,review,3
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-31 00:49:07,Wi-Fi/Internet,feedback form,2
"transcript request was processed within 2 working days, very impressed",2026-08-31 00:54:04,Administration,review,5
"transcript request was processed within 2 working days, very impressed",2026-08-31 01:04:33,Administration,support ticket,5
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-31 01:06:35,Hostel,survey,2
"wifi disconnect issue in reading hall again and again, plz fix ASAP",2026-08-31 01:30:27,Library,survey,2
need more copies of the latest edition algorithms reference book,2026-08-31 01:32:00,Library,review,3
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-31 01:32:00,Transportation,support ticket,4
"Hostel Block D has zero Wi-Fi signal in corner rooms, forced to use mobile hotspot.",2026-08-31 01:59:09,Hostel,feedback form,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-31 02:14:18,Events,review,3
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-31 02:16:22,Wi-Fi/Internet,support ticket,1
weekend transit schedule should include an extra night service from metro station,2026-08-31 02:26:49,Transportation,survey,3
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-31 02:43:03,Cleanliness,feedback form,2
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-31 02:57:06,Wi-Fi/Internet,feedback form,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-31 03:04:59,Transportation,support ticket,2
classroom projectors in block 2 have low lamp brightness,2026-08-31 03:16:36,Facilities,email,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-31 03:57:21,Wi-Fi/Internet,support ticket,1
juice bar offers great healthy options at subsidized student rates,2026-08-31 04:09:00,Cafeteria,feedback form,5
Drainage in ground floor washroom gets clogged every few days.,2026-08-31 04:19:01,Hostel,survey,1
online fee receipt generation is instant and hassle-free,2026-08-31 04:33:43,Fees,support ticket,4
badminton court wooden flooring has been maintained in top shape,2026-08-31 04:39:40,Sports,review,5
faculty feedback process is transparent and taken seriously by HOD,2026-08-31 04:47:40,Academics,feedback form,4
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-31 05:20:28,Wi-Fi/Internet,survey,2
"transcript request was processed within 2 working days, very impressed",2026-08-31 05:39:23,Administration,review,5
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-31 05:54:24,Wi-Fi/Internet,review,1
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-31 06:03:09,Wi-Fi/Internet,feedback form,1
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-31 06:19:33,Academics,feedback form,2
